0,60.877,57.418
100,96.195,95.568
200,56.493,52.601
300,78.495,77.071
400,59.801,56.84
500,96.443,95.568
600,45.823,46.821
700,35.318,31.407
800,95.864,96.917
900,68.156,72.254
1000,95.699,96.724
1100,78.412,77.457
1200,95.616,96.532
1300,91.315,91.329
1400,73.201,72.832
1500,75.765,76.686
1600,48.801,45.472
1700,51.365,47.592
1800,78.164,79.769
1900,96.609,97.303
2000,75.434,76.879
