1,2462.747907,2615.114744,3192.337559,3794.816466
76,2700.355666,2938.088021,3176.472958,3519.506401
151,2904.850484,3115.649236,3381.695006,3642.887328
226,3448.337849,3425.927599,3775.936233,4014.156995
301,3524.691268,3491.102193,3797.254983,3963.449036
376,3143.450028,3137.632131,3379.176878,3474.08525
451,3698.026885,3533.528144,3900.879175,4079.49812
526,3277.13396,3372.941801,3449.787536,3528.126976
601,3642.432142,3534.731147,4096.933152,4327.248701
676,3147.514439,3133.947015,3287.403746,3430.432697
751,2730.139419,2943.809767,3263.665521,3291.941486
826,3120.889967,3601.10201,3701.188214,3849.34359
901,3412.694808,3471.915618,3577.187828,3578.2483
976,3645.181154,3744.828607,3926.204725,4048.146488
