0,91.894,92.1
100,30.687,28.324
200,30.687,28.131
300,34.905,31.599
400,27.213,26.204
500,23.077,22.543
600,21.34,22.543
700,25.724,24.277
800,23.904,22.929
900,22.084,21.195
1000,27.295,25.048
1100,21.505,21.58
1200,17.535,18.112
1300,19.52,18.497
1400,18.445,18.882
1500,18.197,18.112
1600,20.347,18.304
1700,19.355,19.268
1800,19.189,18.882
1900,15.136,15.8
2000,18.28,18.69
