1,0,0,0,0
51,37,49,49,49
101,85,98,94,100
151,122,146,135,148
201,161,194,182,193
251,208,240,209,246
301,236,285,234,292
351,284,343,280,323
401,322,381,303,367
451,360,434,359,402
501,405,473,360,437
551,455,512,394,481
601,482,558,431,532
651,551,610,454,568
701,557,656,475,582
751,608,706,498,643
801,648,750,533,691
851,699,804,567,726
901,749,837,595,758
951,760,877,601,796
