800,299.640659,494.555787,1020.934758,781.281026
875,852.792168,759.795535,1652.427191,1389.52957
950,618.927046,447.502211,1275.917789,910.617108
1025,567.38735,798.510776,1410.041674,1267.792466
1100,412.00487,481.162348,1052.786526,811.55566
1175,463.908874,463.593663,1658.555618,1451.060027
1250,797.443006,362.228142,1431.735155,1199.507476
1325,481.56505,464.556148,1596.674455,1329.907836
1400,833.730471,679.954342,1567.329328,1206.446637
1475,674.843851,482.94645,1560.781263,1323.590684
1550,925.964997,972.418755,1746.667471,1633.378414
1625,933.380774,623.225366,1768.816074,1556.584706
1700,838.561444,809.275148,1336.714834,1100.15078
1775,1074.49684,1020.387122,2297.213606,2025.723816
1850,1149.951157,1063.287366,2164.528865,1902.353038
1925,804.730124,740.053305,1515.341116,1244.830855
2000,704.723718,985.556451,2054.12358,1955.565399
2075,784.303911,808.51628,1650.118974,1412.83889
2150,861.574116,872.756556,2198.563747,1838.30399
2225,925.411799,846.47002,1779.803384,1588.018554
2300,1036.113155,1016.032325,2183.505688,2035.431244
2375,1226.312513,1497.508825,2000.561087,1777.33139
2450,1082.365649,1278.010309,2205.809883,2046.126252
2525,1173.063859,1388.346576,2323.423241,2115.047437
2600,835.956963,921.427342,2093.80528,1866.461267
2675,1258.282765,1210.717641,2030.347796,1864.828588
2750,1213.696901,1370.157934,2004.736381,1902.142893
2825,1030.23683,1338.628425,2185.05817,1859.402344
2900,1294.536622,1282.635271,1964.057248,1818.906923
2975,1280.466918,1331.591494,2210.051561,2191.624249
3050,1101.048244,1088.165477,2335.288073,2215.16195
3125,1068.603726,1152.597587,2513.323567,2361.182573
3200,1589.872512,1827.479211,2646.295657,2587.157505
3275,1264.460583,1793.204926,2514.243158,2370.429205
3350,1549.532626,1241.555298,2286.730304,2243.72329
3425,1879.416293,1988.427273,2648.600341,2560.634753
