1,398,393,446,454
76,433,396,449,604
151,444,427,463,621
226,456,436,469,640
301,477,451,455,646
376,457,476,471,638
451,463,465,492,635
526,473,493,498,651
601,493,487,493,638
676,514,488,476,650
751,533,513,476,643
826,516,528,476,646
901,538,545,494,652
976,566,521,503,659
